EventName,SessionName,Track,Category,Level,Selected
PASS Summit 2013,"Columnstore Indexes: Fast, Furious, Flawed (but Resolvable)",Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Putting Quality Back in Your Data Analysis,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,1
PASS Summit 2013,"SQL Server Concurrency: Lock, Block, and Two Smoking Barrels",Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,SQL Server Columnstore Index – How it works,Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,Deep Dive to SQL Server Parallel Query Processing,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Come to the most powerful side of the force.The PoSH side,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,The PoSh DBA: Grown-Up PowerShell Functions,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),400,0
PASS Summit 2013,"BI Best Practices: The Good, the Bad, and the Ugly","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,1
PASS Summit 2013,A Systematic Approach to ETL Performance Tuning,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,1
PASS Summit 2013,Tools to Make Multi-Object Administration Easier,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Interrogating the Transaction Log,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Temporal Fact Tables: An Alternative to Snapshots,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),400,0
PASS Summit 2013,The 10 Commandments of ETL,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,15 aspects of SQL Server indexes that you might not know,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Performance Tuning with Indexes: Internals & Best Practices,Application & Database Development,Pre-Conference Session (full day),300,0
PASS Summit 2013,What's Simple about SIMPLE Recovery?,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,0
PASS Summit 2013,FUN Administration & Monitoring of SQL Server using SSIS!,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,SQL Server: Practical Troubleshooting,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Mini-Me DBA: Building monitoring framework in 75 minutes,Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,Storage Subsystem Basics for the DBA,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,1
PASS Summit 2013,Inheriting a database for Developers,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Building Secure Infrastructures for Protected SQL Servers,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,DAX Ninja Guide to understanding Filter Context,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Goodbye to Crystal Reports and easily migrate to SSRS,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Archiving/Purging the RIGHT way,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Practical Application Intro to PowerPivot 2012 ,BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,SQL Server Amnesia: Diagnosing Memory Problems,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),400,0
PASS Summit 2013,SQL Server Archaeology: Dig into the Past with system_health,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,1
PASS Summit 2013,Advanced Troubleshooting in SQL Server 2012 Extended Events,Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,Moving your data out of production and into your data warehouse.,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,"Back to Indexes, the original culprit !",Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Troubleshoot SQL Server Performance Issues using Wait Stats,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Benchmarking AlwaysOn on 40 core servers with SSDs,Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,What Your Education Didn't Teach You About Success,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Report Builder vs BO Deski - from an Ad Hoc Viewpoint,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Get To Know Your System With Pictures,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,The Basics of Good Negotiations,Professional Development,Regular Session (75 minutes),200,0
PASS Summit 2013,The Cheap Replica: Offloading with Transactional Replication,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),200,0
PASS Summit 2013,Using SQL Execution Plans for Performance Tuning in SQL Server 2012,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Understanding Data Files at the Byte Level,Enterprise Database Administration & Deployment,Regular Session (75 minutes),500,1
PASS Summit 2013,No Backup? No Problem - How to Recover Deleted Rows,Enterprise Database Administration & Deployment,Half-Day Session (3 hours),500,0
PASS Summit 2013,Automating DWH Patterns through Metadata ,"BI Platform Architecture, Development & Administration",Spotlight Session (90 minutes),400,0
PASS Summit 2013,Data Warehousing from the trenches,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),300,0
PASS Summit 2013,A german trend – Microsoft BI on top of SAP ERP?,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Big Data - Hype or Reality?,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Top Tricks and Best Practices for .NET SQL Server Developers,Application & Database Development,Regular Session (75 minutes),300,1
PASS Summit 2013,From Pen to Published in 60 Days,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Dynamic MSBI Content Generation,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,"I'm A Celebrity, Get Me Outta Here!",Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,2012 TSQL Sweets,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Kama Sutra of SSIS: A guide to loving ETL,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,"Reduce, Reuse, Recycle: Automating Your BI Framework ","BI Platform Architecture, Development & Administration",Spotlight Session (90 minutes),300,1
PASS Summit 2013,Planning Your Report Design ,BI Information Delivery,Regular Session (75 minutes),200,1
PASS Summit 2013,Care and feeding of the 2012 SSIS Project Deployment model,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,These Aren't the Joins You're Looking for...,Application & Database Development,Spotlight Session (90 minutes),300,1
PASS Summit 2013,Table Expressions: So Much More than CTEs,Application & Database Development,Spotlight Session (90 minutes),300,1
PASS Summit 2013,Why Scans are better than Seeks,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,0
PASS Summit 2013,Adventures in Table Partitioning,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Understanding Storage Systems and SQL Server,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Combining CDC and SSIS for Incremental Data Loads,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Position Available: BI / DW Administrator,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,A Window into Your Data: Using SQL Window Functions,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Exploring Data Explorer,BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,The good and ugly things about Plan Caching in SQL Server,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),300,0
PASS Summit 2013,Troubleshooting TempDb,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Headache guaranteed: Deadlocking in SQL Server!,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,0
PASS Summit 2013,Integration Services 2012 Logging: From Configuration to Analysis,"BI Platform Architecture, Development & Administration",Spotlight Session (90 minutes),300,0
PASS Summit 2013,How to use SSIS object model to build packages on the fly,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,SSIS Package Failed in Production? Here’s How to Troubleshoot,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,1
PASS Summit 2013,Zero to Tabular Database Development,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),300,0
PASS Summit 2013,BI Anywhere – Configuring BI Delivery for the Web,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,"SSIS, Power Shell, T-SQL, Python –The Power User Tool Set ",Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,TempDB - The hidden workhorse,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,How to be a better SQL Server Architect,Professional Development,Pre-Conference Session (full day),200,0
PASS Summit 2013,High Availability Solutions for Replication Environments,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Three Flash-based Solutions to Accelerate SQL Server,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,"Think Like SSIS, Understand How to Best Utilize the Tool","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,"Evaluation Context with DAX, the Language of PowerPivot","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),400,0
PASS Summit 2013,"Cars, Houses and Health Care: Using Data To Make Decisions","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Understanding Transaction Isolation Levels,Application & Database Development,Regular Session (75 minutes),200,1
PASS Summit 2013,Consulting: Is it for you?,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Start Planning Now for Your Return Trip to PASS 2014,Professional Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Release Management : A Necessary Evil,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Loading Your Data Warehouse Fast and Convenient,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,(Nearly) Hands-Free SQL Server Consolidations,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Backup Strategies are for Losers!,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Why Should a DBA Care About Windows 2012?,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Creating a High Performance Data Access Layer,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,NoSQL: An Introduction,Application & Database Development,Regular Session (75 minutes),300,1
PASS Summit 2013,Find and tune those damn queries!,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Fast Track to Public Speaking for IT Professionals,Professional Development,Regular Session (75 minutes),300,0
PASS Summit 2013,How SQL Server Replication Works,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Migrating DTS Packages to SSIS 2012,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,From Good to Great: Productivity & Influence Skills for IT Professionals,Professional Development,Pre-Conference Session (full day),100,0
PASS Summit 2013,Building a Supportable ETL Framework,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,1
PASS Summit 2013,Take Your T-SQL Skills from Average to Awesome,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Blueprint to your own Cloud,Cloud Application Development & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Installing and Configuring SQL Server 2012 Reporting Services,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,1
PASS Summit 2013,The Decoder Ring for Data Warehousing / BI with SQL Server,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,Make it Mobile: Designing killer apps to extend Microsoft BI,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Do SQL XML queries have to scare me?,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Tips and Tricks for Giving a Stellar Technical Presentation,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,The T-SQL Features in SQL Server 2012 You Can't Ignore,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Configuring PowerPivot for SharePoint 2013 & SQL Server 2012,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Parallelize and Conquer with SSIS,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,"The Secret Life of APPLY: Working Smarter, Not Harder",Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Who's Afraid of Entity Framework?,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Fast Performing SSAS Hierarchies: Tips and Tricks,"BI Platform Architecture, Development & Administration",Half-Day Session (3 hours),200,1
PASS Summit 2013,Performance Tuning Like a Boss,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),400,0
PASS Summit 2013,Iceberg Cubes: A scalable approach to answer Top-K queries,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Pessimistic ETL: Designing for Failure in SSIS,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,SSIS Templates Can Make Your Life Easier,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Performance Tuning – Analyzing Query Execution Plans,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Machine Learning for Mere Mortals,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Crossing the Streams: Filestream and FileTables in SQL 2012,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,"Visualization Choices: What, When, and How?",BI Information Delivery,Spotlight Session (90 minutes),300,0
PASS Summit 2013,Advanced ETL Using T-SQL,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),400,0
PASS Summit 2013,Log Shipping with PowerShell and SMO,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Detect Worst Performing SQL Queries During Peak Hour,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,New Business Intelligence Features in SQL Server 2012,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Important Trace Flags & Query Hints for Developers,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Escape the 70%: Fail-proof Business Intelligence Projects,"BI Platform Architecture, Development & Administration",Spotlight Session (90 minutes),300,0
PASS Summit 2013,Real World Analytics - A Best Practices Review,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Being Involved in the #SQLFamily,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Tabular Model Design Patterns,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,10 tips and tricks for better SSIS performance,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Today's Cubes-Operational BI tells Dimensional Model Bye-Bye,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Zero to Rock Star in SSIS: High Performance Design Patterns,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Unseen Minions: Improving Parallel Processing in SSIS,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,1
PASS Summit 2013,Managing a Technical Team: Year 1 Lessons Learned,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Near Unlimited Scalability with SQL Azure Federations ,Cloud Application Development & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Practical Disaster Recovery Techniques,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),400,1
PASS Summit 2013,Don't Panic - A Junior DBA's Guide to the Galaxy,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Data Quality rulez! Advanced techniques with DQS,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Using SSIS 2012 to Dynamically Connect to FTP,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,SQL Server File Tables for SSRS,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,A Day of SQL Server Tips and Tricks ,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),300,0
PASS Summit 2013,Manage Your Shop with CMS and Policy Based Management,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Modeling the models,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,No never! Access Services in SharePoint 2013,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Ninja Data Moves in Office 2013,BI Information Delivery,Spotlight Session (90 minutes),200,1
PASS Summit 2013,Cloud Ready: Preparing Yourself for Azure SQL Databases ,Cloud Application Development & Deployment,Pre-Conference Session (full day),300,0
PASS Summit 2013,"Social Text, Sentiment, and Tone Analysis","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Accelerate SSIS Development for Migrations to SQL Using BIML,"BI Platform Architecture, Development & Administration",Spotlight Session (90 minutes),300,0
PASS Summit 2013,"Wild Wild West, a story of implementing self-service BI",BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,SQL for Developers,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,"Working with ""Biggish Data""",Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Growing Up with SSAS: From PowerPivot to MOLAP Cubes,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),200,1
PASS Summit 2013,Using Procmon and the Transaction Log to Dig for Secrets,Enterprise Database Administration & Deployment,Regular Session (75 minutes),500,0
PASS Summit 2013,Indexing Best Practices – Science or Art,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Introduction to the XML Source,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Analysis Services Relational Querying – Why Bother?,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,SQL Server Optimizer and Statistics,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Introduction to Business Connectivity Services,Application & Database Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Unit and Integration Testing for SSIS Packages,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,1
PASS Summit 2013,Applied Enterpirse Security: Analysis Services Multidimensional Cubes,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),400,0
PASS Summit 2013,I've Got FileTables in my SSIS Solution,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Overview of BI in SQL Server 2012,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,SharePoint for the DBA,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,All about Execution Plans,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),300,0
PASS Summit 2013,"PerformancePoint: Not a Lost Treasure, An Analytic Gem",BI Information Delivery,Regular Session (75 minutes),100,1
PASS Summit 2013,SQL Server 2012 is not only about AlwaysOn – ,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,SQL Server Data Tools,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Secrets of the SQLOS,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),400,0
PASS Summit 2013,Overview of Dell FastTrack for SQL Data Warehouse program,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,The DBA Skills Upgrade Toolkit,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),100,0
PASS Summit 2013,Big Data for the Business Intelligence Professional,"BI Platform Architecture, Development & Administration",Pre-Conference Session (full day),400,1
PASS Summit 2013,"The E, the A and the V.",Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,SQL Server Workshop for Developers,Application & Database Development,Pre-Conference Session (full day),300,0
PASS Summit 2013,I Ain’t Dead Yet (SQL Server 2012 Log Shipping)-,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Interview Tips and Tricks ,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,"Lessons Learned Evaluating, Deploying, and Using PDW 2 Appliance","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,Turning data into Geospatial Intelligence ,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,Unraveling Tangled Code: A Tale of Victory Over T-SQL Chaos,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Partitioning for Performance & Management of Large Tables,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,PCI Compliance for the SQL DBA,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,How you can learned more about SQL by doing it wrong,Application & Database Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Workplace Coaching 101: Simple skills that change everything. ,Professional Development,Half-Day Session (3 hours),300,0
PASS Summit 2013,TempDB Performance Troubleshooting and Optimizing,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Demystifying Big Data for BI Professionals: The Essentials,"BI Platform Architecture, Development & Administration",Half-Day Session (3 hours),400,1
PASS Summit 2013,Building Your Professional Development Plan,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Building Your Own Monitors with the SQL Agent,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,How to build Community and Organize Events,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,"Mobile Business Intelligence, Apprentice Style!",BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,New Server in an Hour? No Problem!,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Getting Ready to Manage,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Advanced Dimensional Design,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Real-time Data Mining with Excel,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Data Synchronization in the Cloud,Cloud Application Development & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,"Understanding your Data Analysis Options: PowerPivot, Tabular and Multidim","BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,Simplifying Enterprise Database Management,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Smart Data about Servers and Databases,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,How to Design a Relational Database,Application & Database Development,Pre-Conference Session (full day),300,1
PASS Summit 2013,How it Works: Inside the Query Execution Engine,Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,Cloud ETL,Cloud Application Development & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,From Locks to No Locks – Concurrency in SQL Server,Application & Database Development,Regular Session (75 minutes),300,1
PASS Summit 2013,Improved SQL Server Monitoring and Troubleshooting with XEvents,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Windows Azure SQL Database Design: Silver Lining and Dark Side,Cloud Application Development & Deployment,Regular Session (75 minutes),200,1
PASS Summit 2013,Managing Data within an Organization: Putting the Pieces Together,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Creating Good Dashboards: Making the Most of Microsoft Tools,BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,Dimensional Modeling 101,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),100,0
PASS Summit 2013,Inside the Database Engine Tuning Advisor,Application & Database Development,Regular Session (75 minutes),400,0
PASS Summit 2013,The TSQL Road Less Traveled: MERGE,Application & Database Development,Regular Session (75 minutes),300,0
PASS Summit 2013,The VLT: Optimizing Performance through Partitioning,Enterprise Database Administration & Deployment,Pre-Conference Session (full day),300,0
PASS Summit 2013,Visualizing John Snow's Cholera Map Using Microsoft BI,BI Information Delivery,Regular Session (75 minutes),200,1
PASS Summit 2013,Quest for the Holy Grail of SQL Server Auditing ,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Data Explorer - Let's Explore ...!!!,BI Information Delivery,Regular Session (75 minutes),200,0
PASS Summit 2013,"“Hasta la vista, Profiler.”  – start Tracing with Extended Events",Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,Introduction to SQL Server Join Operations,Application & Database Development,Regular Session (75 minutes),100,0
PASS Summit 2013,"Skewed Data, Poor Cardinality Estimates, and Plans Gone Bad",Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,1
PASS Summit 2013,Building 2013 BI Complete Enviornment,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Query plans in SQL Server - What's new?,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Using Visual Studio Database Project,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Statistics: Don't Be Satisfied With the Defaults,Enterprise Database Administration & Deployment,Spotlight Session (90 minutes),300,0
PASS Summit 2013,When Reporting is more than Just Reports,BI Information Delivery,Regular Session (75 minutes),300,0
PASS Summit 2013,Workload Tuning in 12 Easy Steps,Enterprise Database Administration & Deployment,Regular Session (75 minutes),200,0
PASS Summit 2013,"Security, Security, Security",Enterprise Database Administration & Deployment,Half-Day Session (3 hours),400,0
PASS Summit 2013,How to Build An Affordable SQL Server 2012 Lab,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Hekaton...Know the Answers,Application & Database Development,Regular Session (75 minutes),200,0
PASS Summit 2013,Agile Data Warehousing - An Oxymoron?,Professional Development,Regular Session (75 minutes),100,0
PASS Summit 2013,"Know Backups, Know Recovery",Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Will SQL Server Standard edition meet your needs? Let’s find out.,Enterprise Database Administration & Deployment,Regular Session (75 minutes),100,0
PASS Summit 2013,Celebrate 20 years being a DBA: The bad and the ugly I have seen,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Big Data for Human Beings and SQL Server DBAs,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,Enabling Self-Service Business Intelligence,BI Information Delivery,Regular Session (75 minutes),100,0
PASS Summit 2013,PowerPivot Data Modeling Techniques,BI Information Delivery,Regular Session (75 minutes),200,1
PASS Summit 2013,Bad SQL,Application & Database Development,Regular Session (75 minutes),100,0
PASS Summit 2013,Business and Money Tips for Independent Consultants: 20 years in 75 minutes,Professional Development,Regular Session (75 minutes),300,0
PASS Summit 2013,Integrating MDX with BI Applications,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Re-Indexing - The quest of ultimate automation,Enterprise Database Administration & Deployment,Regular Session (75 minutes),300,0
PASS Summit 2013,Data Warehouse Mistakes You Can’t Afford to Make,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),200,0
PASS Summit 2013,SSAS Tabular vs SSAS OLAP - which to use?,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
PASS Summit 2013,Tips and Tricks for Virtualization and Consolidation of SQL,Enterprise Database Administration & Deployment,Regular Session (75 minutes),400,0
PASS Summit 2013,Streetwise SSIS Scripting,"BI Platform Architecture, Development & Administration",Regular Session (75 minutes),300,0
