RegistrationID,RegDate,JobFunction,City,Region,Country,RegYear,UserGuid
A44779C2-FBA9-4F7E-88F9-7A2831B4A8D7,8/27/2009,Other - Please specifiy in box below,Cary,NC,United States,2009,6FB0C424-5126-4135-87E7-6376D3EC023D
FA2AD81C-53B8-4A02-B1DA-7A2CEC4A507A,9/9/2009,Architect,Seattle,WA,United States,2009,7E55858B-FFF7-459C-9383-29FFAE2F72EF
ADC91820-F4AD-4B12-8317-7A3B51DBA4EF,4/30/2009,Database Administrator or Manager,Oslo,,Norway,2009,D016AA61-B96D-456A-AB2A-152DEF152EB5
DDAB8621-DC32-4BA6-BE21-7A3FB63D9B7A,8/18/2009,Analyst,Portland,ME,United States,2009,NULL
4CB240D4-4F35-49BC-8AE9-7A4100E71993,10/20/2009,Developer,North Fort Lewis,WA,United States,2009,5ACB396F-3E8F-44A5-9FE0-63DC1DBA13D6
1E7650F2-A6CC-4921-9AD5-7A5DB949582E,8/28/2009,Developer,Springdale,AR,United States,2009,159A7C41-6E87-418A-A0E8-CA9900E532F9
276DD9C1-1F70-4DEC-8B97-7A5FA3D8F73E,4/15/2009,Developer,Bonita Springs,FL,United States,2009,C633235C-0447-4480-B090-9CE43B4A0D0E
F06F0181-9B8E-4C07-8FA8-7A693FDE02C5,9/1/2009,Architect,Lakeville,MN,United States,2009,FFB8A2B5-43EB-4FC7-A645-50ABFA3D76DF
8DBF35F7-98AD-4E7E-A5E5-7AC40FC17FAE,8/13/2009,Developer,New York,NY,United States,2009,NULL
4E8A023C-AC2B-4BE3-914D-7AD3DA8F3F59,9/15/2009,Developer,Seattle,WA,United States,2009,NULL
CF62D924-6CE4-4B36-A865-7ADE1CF113B7,10/30/2009,,Redmond,WA,United States,2009,NULL
62A4AD83-3077-4C6B-B802-7B1401D9BC38,6/19/2009,Database Administrator or Manager,Canyon Country,CA,United States,2009,NULL
BBD2708C-6C9E-4EF2-8ECE-7B1C30660C0F,9/4/2009,Consultant,Atlanta,GA,United States,2009,0FCE29C6-7096-4F29-9CA8-CBFA1C51E6C5
7F80782B-2D91-488D-8977-7B40CEB25A33,9/9/2009,Database Administrator or Manager,Kirkland,WA,United States,2009,82B50243-D332-4E16-A93A-406D388EC122
44C6028D-B1CA-428E-AD70-7B53265C5476,9/15/2009,Developer,Bellevue,WA,United States,2009,NULL
0644114E-1A60-4CBE-AAAB-7B53D480416F,5/1/2009,Database Administrator or Manager,Tukwila,WA,United States,2009,8D21B9F6-6DF8-4FEE-B7C7-271D37125915
7492448C-7018-47CF-A836-7B67F8D2878E,10/26/2009,Developer,Kenmore,WA,United States,2009,NULL
29CA3089-72FE-497A-BA9B-7B6CCF990E8D,10/28/2009,Senior Management,Auburn,WA,United States,2009,NULL
02C8A2B9-109E-43CC-80C9-7B9D311F9AA9,9/15/2009,Database Administrator or Manager,Boise,ID,United States,2009,NULL
B3F32B9E-9D11-47D3-9FF5-7BBE4BD4551F,10/30/2009,Other - Please specifiy in box below,Bellevue,WA,United States,2009,BFDD83FF-A7FA-40BF-BA19-DC430853514B
8E7E3F93-BDBE-4C87-B796-7BD770B8F36A,9/8/2009,Architect,Mayfield Village,OH,United States,2009,B34BBE74-798E-446C-874A-06D90DA66F5E
FDC7C26C-B7BB-4FC3-A537-7C26FDEB19FB,10/12/2009,Senior Management,Johannesburg,,South Africa,2009,7AD25B6E-F413-4CA4-83B2-19DEDA0D9C38
F9EE7341-C88E-46D3-95F8-7C279C950EC7,8/19/2009,Developer,New York,NY,United States,2009,NULL
6DDC51EB-CE83-4D6B-8A5E-7C359789F6F1,11/4/2009,,Redmond,WA,United States,2009,59098076-AEB5-4D52-BFD6-54912BFF91E9
02B3E1E2-842A-4F9A-A771-7C53291C3898,6/24/2009,Architect,Portland,OR,United States,2009,B8062515-CE99-469E-A936-CFEA0C2B772C
BEFAD1D3-F8BB-4A31-BCC7-7C7C57A15B16,4/29/2009,Database Administrator or Manager,Sonora,CA,United States,2009,NULL
34F50C63-8090-4C41-AD17-7C88B954B179,8/24/2009,Analyst,Provo,UT,United States,2009,8C9747B8-9CE1-45F3-8D11-037A44E2F39E
04931A95-46AC-47F3-869C-7C8E3C007222,11/2/2009,,Bellevue,WA,United States,2009,NULL
632B8324-F47D-4D72-BF01-7C9262380E60,10/28/2009,Senior Management,Redmond,WA,United States,2009,NULL
D02350D8-71A4-40F0-9027-7C9D1BCEA28E,10/6/2009,Developer,Hemet,CA,United States,2009,698E93AC-3C26-410A-A6B6-20E3E0A78CCF
4BE4578B-3341-4490-9D20-7CBFB3A4D462,9/10/2009,Architect,Fürth,,Germany,2009,7214756D-372C-42F7-9125-2F5D7156C75D
5AFFB09D-4CD0-4D1E-A9BB-7CCAD1316FA9,9/8/2009,Product or Program Project Manager,Redmond,WA,United States,2009,C8D9A35C-3158-41EF-A258-380569765E98
23B931A1-3477-4B58-8A0C-7CF9B386E249,10/5/2009,Technical Manager,Vancouver,BC,Canada,2009,FF70F511-4BB3-4BB7-BF10-62158BBED6C6
7B6D5277-4EF5-4035-A2BA-7CFC69C9F1BB,8/13/2009,Database Administrator or Manager,Scottsdale,AZ,United States,2009,97B9D0BC-EF53-42EE-8872-80337342BA5F
B7BEBAA6-3286-4C46-823D-7D0514E8439E,10/21/2009,Developer,Redmond,WA,United States,2009,NULL
746BA054-75DB-43CE-A293-7D0D12AB2315,6/29/2009,Database Administrator or Manager,Celebration,FL,United States,2009,5635C2F9-C0F3-4D21-8980-BB210D39A88F
6C45CA20-C1F0-431D-9895-7D328833C535,9/30/2009,Database Administrator or Manager,Broomfield,CO,United States,2009,DE3627F2-F17C-4A82-8C44-2C74CB5B026D
C6D4D0D6-27A3-41A6-B521-7D5468527FFE,8/28/2009,Product or Program Project Manager,Covington,WA,United States,2009,67B32DA5-D038-4393-92E4-F08EFC6A92C8
9B85B628-002A-4A5F-8ED1-7D6EE3E4EBC2,8/29/2009,Consultant,Dallas,TX,United States,2009,C4371844-C197-4EC3-B9EA-3B0A4EE51EBD
85762DEA-23C0-4C94-BDAE-7D770A236F44,9/9/2009,Product or Program Project Manager,Seattle,WA,United States,2009,65C3D27D-DC39-4159-BBFB-6E660A2001A7
BF55B17F-1B01-4EE2-85A0-7D848E242A44,10/29/2009,,Redmond,WA,United States,2009,NULL
3E5BDF53-EED2-4F51-96A8-7D8C2B780DFC,4/29/2009,Database Administrator or Manager,Oklahoma City,OK,United States,2009,NULL
3DCDF200-8096-4533-A9F5-7D9101421B2B,9/25/2009,Developer,Redmond,WA,United States,2009,NULL
8A38E15B-CC9B-4FEB-AF4F-7D922411C567,10/20/2009,Senior Management,Redmond,WA,United States,2009,2D0F0E51-BCBB-4CDC-A3C4-A6210BBA7665
6E33E9D9-9F55-46F8-A0AE-7D945B311FAE,10/22/2009,,Kirkland,WA,United States,2009,NULL
A3325FC6-C6D7-4144-AE57-7DC9CBBB6A39,6/18/2009,Analyst,Edmonton,,Canada,2009,A7A61A32-26B8-4F1F-BEAE-50878CF55FEF
686FAD9B-B5B2-4FC9-9444-7DCE4CA2A3F0,8/6/2009,Database Administrator or Manager,Chula Vista,CA,United States,2009,E7CE1501-CFF3-4A68-9450-210B6F57980E
81FA40A7-6747-4EB1-86E0-7E12BEE5CFCE,8/12/2009,Database Administrator or Manager,SLC,UT,United States,2009,8144ED9B-C269-4261-92BD-571A7FBAA68C
7889C160-4FE5-4A1F-81C3-7E12C2222A87,4/29/2009,Database Administrator or Manager,Eagan,MN,United States,2009,C7382D6E-CAB9-4B5B-BC19-E80621989BAA
6EA2F978-6012-417C-90E6-7E1736CE5B55,8/24/2009,Database Administrator or Manager,Philadelphia,PA,United States,2009,73ED3BED-D5D0-4E45-8915-DDD8522898E5
2CCC4C0C-6F92-4075-A312-7E2235B7F480,10/23/2009,,Lake Oswego,OR,United States,2009,NULL
BCFE0A69-4B75-47E0-95F1-7E25E7321033,9/29/2009,Database Administrator or Manager,Chicago,IL,United States Minor Outlying Islands,2009,NULL
53BBEAE5-EAF5-4735-8DFF-7E2C5496E17D,6/18/2009,Consultant,San Francisco,CA,United States,2009,NULL
43809033-466D-4358-8612-7E3D581E017E,8/28/2009,Consultant,Taoyuan County,,Taiwan,2009,E0E785A3-B2CB-4AE4-97FC-5A8F915C929B
F2867BA1-AA87-4B89-BBAD-7E3ED4549FC7,9/22/2009,,Hoffman Estates,IL,United States,2009,NULL
FEDC5812-C9F4-40B3-880A-7E50DDDF0544,10/20/2009,Product or Program Project Manager,Redmond,WA,United States,2009,NULL
E82FA69B-DF9F-47F7-9C26-7E721CAEE600,10/30/2009,Product or Program Project Manager,Redmond,WA,United States,2009,NULL
B4B24C9B-FACC-47DC-AD4E-7E8C38E50620,10/14/2009,Engineer,Eden Prairie,MN,United States,2009,CDDF20B3-1C65-42C9-B3F7-3F1C4EF94270
22E90C44-F392-4C7B-B13A-7EA9DE1EF68A,9/14/2009,Database Administrator or Manager,Brookfield,WI,United States,2009,74ACD3C0-EA12-4257-9E63-5FA180D21D42
EE55A45C-ACE5-4596-8E72-7EB6650A386C,9/1/2009,Analyst,Portland,OR,United States,2009,NULL
D851851A-5FA0-4A70-A6E4-7EC8474BF1E8,11/2/2009,,Sammamish,WA,United States,2009,0E3FA195-22AB-49B5-85E8-4F6C74374540
7C1CB787-4390-488C-8265-7EDDF1650245,9/22/2009,Architect,Centennial,CO,United States,2009,8788DECE-FBED-4038-BC6C-6C18A3C7BA0B
31DE28E1-9A70-4C62-81CD-7EE024502223,6/11/2009,Developer,Laurel,MD,United States,2009,NULL
CB0F428C-CD94-4276-89EE-7EF1CA120B0D,8/27/2009,Database Administrator or Manager,Honolulu,HI,United States,2009,NULL
ED110568-C923-436A-B41B-7EFCCE09A00A,9/3/2009,Architect,Redmond,WA,United States,2009,NULL
AD7B127D-7E80-4A78-BCBE-7F26EEB44E53,10/26/2009,Product or Program Project Manager,Redmond,WA,United States,2009,NULL
A55634F6-FFB0-4042-8B16-7F359882FA85,9/14/2009,Technical Manager,North Reading,MA,United States,2009,NULL
A1262A20-08C3-4B3D-AC66-7F4BF605FA02,4/29/2009,Developer,Cuba,MO,United States,2009,E3C718A2-029D-416A-90EC-4A5F28B75084
681805FD-2A9C-4503-A4BE-7F5870C1184F,9/1/2009,Database Administrator or Manager,Wauwatosa,WI,United States,2009,NULL
C3B595ED-43F1-4BA6-9B53-7F5FF1408A03,9/15/2009,Developer,Fort Lauderdale,FL,United States,2009,A8C27227-862E-4D85-8FB1-7E83DC42C2B5
9AA6A0F9-1288-4841-BF19-7F7C2F5E948F,7/23/2009,Engineer,St. Louis,MO,United States,2009,NULL
3FC4A1DD-B79E-4A61-8FA9-7FD031F614ED,10/30/2009,Consultant,Curitiba,,Brazil,2009,NULL
A6AD5FF2-98A5-40CE-BA4C-7FEA554BC83A,10/30/2009,Database Administrator or Manager,Seattle,WA,United States,2009,C4E6803D-835F-400F-9F6E-65CA5BF39F08
DFF59F7F-88E2-4932-8416-8034066CCB99,10/22/2009,Senior Management,Redmond,WA,United States,2009,A1CFEDD8-52DF-47CD-BAD3-657CC4B01B8B
9465A23D-C368-4C58-B42B-805F5DE10BDC,10/13/2009,,El Cajon,CA,United States,2009,NULL
172D28AE-7C5B-43A7-847A-806215528E11,9/15/2009,Other - Please specifiy in box below,Beverly Hills,CA,United States,2009,NULL
3579FADA-E9BF-46E3-A806-80911E0ABF9A,9/15/2009,Technical Manager,Kent,WA,United States,2009,0BABF302-690C-48B8-967D-29E1008B9380
62BB9A6F-B370-42A5-ACC0-80EC274CEEC7,8/13/2009,Engineer,Redlands,CA,United States,2009,1CD5D406-FA05-49D3-AF19-8851F1C500E2
F766D9A1-CEF7-43BD-91EE-80F40DCB7C84,11/3/2009,,Austin,TX,United States,2009,2AE33498-F45B-4168-8E89-13750A6CCD4C
5C0ED142-99C6-42F7-BEE3-80F4BCD0C24A,10/16/2009,Technical Manager,Redmond,WA,United States,2009,NULL
96AB3892-94EB-4BA8-9DD0-80FD1A2A963E,8/25/2009,,Indianapolis,IN,United States,2009,CF7ABF30-64D5-4A18-8B2F-3C992EDABB30
84AFFAA1-EA70-4013-83C8-8108B1FC0410,9/2/2009,Other - Please specifiy in box below,Burnaby,BC,Canada,2009,419AD965-36F7-46C8-8DB7-E4744B792AF2
86094A64-1579-4548-BCED-815DC25337BD,7/1/2009,Architect,Seattle,WA,United States,2009,0405167C-8B84-4FA7-8A38-4DD0FB833F0A
82092752-088A-4976-9ACC-8176CB78B084,8/5/2009,Developer,Bellevue,WA,United States,2009,3B45CAE2-9158-401F-8068-F565DC83BD34
110C401F-EF9D-4502-AC02-81A526AE18CD,9/3/2009,,Houston,TX,United States,2009,NULL
F562139F-B822-429C-B4F4-81C06A2177E6,10/8/2009,Architect,Louisville,KY,United States,2009,4A3FA1E6-6636-4445-84A7-75AC9301F126
88162FED-0384-4BC2-83E4-81C4DA8ACC95,9/17/2009,Database Administrator or Manager,Riverton,UT,United States,2009,NULL
11357AC5-E893-4581-9EC8-81F01AA470F0,7/14/2009,Database Administrator or Manager,Kalamazoo,MI,United States,2009,E3465F02-50EA-4D27-B076-EEE039D71E1E
D8BA361F-107E-494B-8D57-8201F1BD310C,9/1/2009,Database Administrator or Manager,Utrecht,,Netherlands,2009,NULL
5548B16C-7E34-4B81-B583-8215FC5D8FCA,10/27/2009,Database Administrator or Manager,Concord,CA,United States,2009,NULL
EE949122-C73E-421A-9F41-8218EB5F89D9,10/1/2009,,New York,NY,United States,2009,NULL
B8B65596-77F5-4752-8E78-82335647C705,8/31/2009,Developer,Redmond,WA,United States,2009,4DE7D6AF-B889-404F-BA41-8B92B4088BA1
72C23F1D-7B89-473E-9696-8248A5B32E89,9/24/2009,Developer,Oxford,MS,United States,2009,9D3D991A-93AC-4B13-A4D3-021156F0A1AD
4A91F992-CB68-4710-B11D-827AFC200FF6,10/21/2009,Technical Manager,Irvine,CA,United States,2009,A52CCC3B-D62B-42B6-8966-1B5AE199106B
5AF374C8-D9F6-48C4-BA35-8289864FF315,6/25/2009,Architect,Antioch,TN,United States,2009,D913FBDF-37AD-49D2-A1C7-D1EC02C7CCF5
B229A257-6C48-4C43-90D1-82899A923C08,8/5/2009,Developer,Bellevue,WA,United States,2009,NULL
E4D6732D-1474-49BD-9EE5-829E74EBEBE8,10/23/2009,Architect,Cypress,TX,United States,2009,88404174-2A46-47B9-9D90-A69E5B6E9362
3A33F71C-94EA-44EE-A587-82B4D60C91F1,9/29/2009,Product or Program Project Manager,Lausanne,,Switzerland,2009,684105D4-E948-493D-B221-B7268516D228
BE32FBEB-0E6F-4F3A-85D6-82D16772FF11,10/26/2009,,Richmond Hill,ON,Canada,2009,NULL
A407A70C-B208-474B-98FD-82DC623ABD05,10/30/2009,Senior Management,Boston,MA,United States,2009,NULL
FCC97F81-FF00-4826-B51A-82E65AD7183C,10/13/2009,Product or Program Project Manager,Round Rock,TX,United States,2009,78067BAC-F206-4640-B18B-0538CC0360AD
2E0D52E9-0837-43C6-B7B8-82ECCCD01963,9/10/2009,Database Administrator or Manager,Watauga,TX,United States,2009,87FF4B23-324E-4C45-926C-A318C99C13C9
274EBB0B-F98A-42EB-90C6-82F089C8E597,12/11/2008,,Renton,WA,United States,2009,7E1E0912-1DBA-4768-8592-5E39FC52CACB
F30EB22E-F570-4923-AF49-82FD52496FE3,8/31/2009,Database Administrator or Manager,Everett,WA,United States,2009,NULL
4F64632F-DCE8-44EC-BC7E-83067D83F0E9,9/15/2009,Database Administrator or Manager,Edmonton,AB,Canada,2009,NULL
B3A2CA16-2784-4EC9-80E1-83109A367569,11/5/2009,,Woodenville,WA,United States,2009,2A7A1F26-6F1D-4468-8867-367BC41A3C7B
7AB1EDE6-BE3C-412C-A2A4-832650938F8C,5/1/2009,Database Administrator or Manager,Burlington,VT,United States,2009,E8D0A568-F891-4199-AD43-D51E66720D7A
B517C73A-5993-4FBD-ACA8-838326E7B44A,6/15/2009,Consultant,Singapore,,Singapore,2009,NULL
98A59726-ABD9-42F5-9014-839BE9495954,9/10/2009,Database Administrator or Manager,Winnipeg,MB,Canada,2009,NULL
CC94F473-6BD1-4272-9196-83B31F4E5474,7/15/2009,Database Administrator or Manager,Davenport,IA,United States,2009,808F630E-99A3-40D9-ACC8-523237C9B72B
406E92B3-DDC8-4F3B-9E0F-83C512545C6E,6/16/2009,Consultant,Bakersfield,CA,United States,2009,NULL
7862512A-9016-4032-A5F4-83EE184B18B9,11/3/2009,,Palo Alto,CA,United States,2009,49B84C39-0CC5-4C8C-B990-30D672616930
A7EFFEDC-3FAB-4D95-B62A-84154BE445D7,8/25/2009,Technical Manager,Kingsport,TN,United States,2009,F6985437-FD25-4AAE-83AC-FBDB8922A3DB
D90A25D6-FC4B-4119-A407-841922C39582,6/19/2009,Developer,Redmond,WA,United States,2009,NULL
3F63832E-C406-4294-A75B-841B290368DC,8/31/2009,Database Administrator or Manager,Bagsvaerd,,Denmark,2009,133B1D6D-544A-42F8-BFBD-25794B5AD36E
9FF577FA-485C-4788-9A7D-841FBE973D69,10/26/2009,Other - Please specifiy in box below,Maaloev,,Denmark,2009,FCF1079C-01F1-46CA-82E5-7D291A396BFF
F876086D-0CC7-4E87-8906-842159BEE047,10/13/2009,Technical Manager,Redmond,WA,United States,2009,865B3B66-1A97-48E2-B605-F2C3F24CD247
536231FF-F4A3-405A-BBC5-8448F5B071B2,8/17/2009,Database Administrator or Manager,Jacksonville,FL,United States,2009,89691397-AFC2-425D-ABE5-F06CF5C52A7A
DC314CEC-7A3D-48D5-9772-8490C611604E,3/29/2009,Developer,Knoxville,TN,United States,2009,113483EE-BD00-4D00-A637-A535DFF9B5E9
76C8ABA3-F6A0-470F-9C0B-84BCB5C7AF00,9/15/2009,Consultant,Bothell,WA,United States,2009,115FE4AA-4366-498D-8257-5DA944D05FF9
1EEFDD3C-AD62-4FAE-9E6A-84D386F4ADDC,9/2/2009,Architect,Denver,CO,United States,2009,CFFB97BC-E93F-4A02-B653-F8037DC13D02
3AE63720-C4CE-4FC8-81AA-84DF2EC9CFC4,10/22/2009,Analyst,Berkeley Heights,NJ,United States,2009,NULL
B21F9049-BBE8-4B78-865B-84F558CDF8E8,8/13/2009,Consultant,Phoenix,AZ,United States,2009,7C7DDE8D-3238-4B1E-B77C-DFAC8B329EAD
B43C22C9-C4AC-486C-A272-8501B5476E83,5/8/2009,Developer,Golden,CO,United States,2009,NULL
57D57ED8-D162-43FC-B3EA-85188A7D5FB6,9/15/2009,Database Administrator or Manager,Bellevue,WA,United States,2009,43B66115-5F46-4A50-AD3D-5E9A6FDBA0EA
16C29F4C-4668-4361-B2BE-851A1357EA16,5/1/2009,Developer,Midvale,UT,United States,2009,E22B23AC-143B-4426-AA97-08A4440AF313
6C6E126D-8091-4E2A-97F3-855928B62050,7/22/2009,Database Administrator or Manager,New York,NY,United States,2009,5D3C9956-4E12-4497-A618-C26A09A3676D
18672214-4C6C-4243-8DE4-8561EB3D1B32,9/14/2009,Developer,Lingen,,Germany,2009,NULL
D51111C7-FCB4-45DD-AA2C-85730806A953,9/1/2009,Consultant,Ibaraki,,Japan,2009,204672EB-0FFF-4E8D-AE26-80652AD69551
72EC8092-48A4-435F-BC76-857548FFDEA6,9/13/2009,Architect,Irving,TX,United States,2009,90B261C0-1036-4BB2-A1B8-CD3F1B73C98E
3394D064-8AC7-4FCC-86BC-8581D0184208,9/10/2009,Database Administrator or Manager,Irving,TX,United States,2009,NULL
C58E1FD2-9656-44F1-A029-85939C6F89D3,8/28/2009,Architect,Redmond,WA,United States,2009,B345BD72-5023-43CC-BA7D-0FBB2F99DA42
6255DA40-E0FD-4215-BA70-85AD5BFA6E9D,9/8/2009,Architect,Surrey,BC,Canada,2009,F4FF2FBF-391F-43CA-842B-31493A3443C9
DBB3FA4E-D8FC-473F-A882-85BC9808215E,9/15/2009,Engineer,Long Beach,CA,United States,2009,NULL
45CF09D9-A9CD-4EEF-A3D5-85CAC26C3F3A,9/29/2009,,Seattle,WA,United States,2009,EA8038DF-61DB-4B9B-97E9-9D34B973C031
FB7F79FC-942F-4948-AC20-85D1325C4716,10/25/2009,,Georgetown,TX,United States,2009,B42CBAED-08D3-423D-ACE8-C96CB9C143C6
2E4901ED-5B0F-474D-A475-85D487F1E4D2,10/12/2009,Database Administrator or Manager,Redmond,WA,United States,2009,NULL
16038340-A4EF-4DE4-AB85-85DC22272E4C,10/8/2009,Architect,Des Moines,IA,United States,2009,13174AD4-4DAD-4771-94F1-CDE9663B5DED
339BB252-742A-4B22-8BCF-85DE05864BAB,9/15/2009,Developer,Dallas,TX,United States,2009,NULL
AD4A2ED3-AF1C-4776-BB7A-861E1C20384F,9/24/2009,,Redmond,WA,United States,2009,NULL
1ED247EF-A494-439C-9667-86221B5E8175,4/30/2009,Consultant,Austin,TX,United States,2009,NULL
715EC479-56BB-4163-8364-865F5EBE4A08,4/30/2009,,Cambridge,,United Kingdom,2009,C73F1C01-AB4F-4B51-AF0D-A4B4B86E6896
ED666BAC-006F-47A5-ADF5-866379699168,9/15/2009,Architect,Sunnyvale,CA,United States,2009,NULL
9B65744C-ED0A-4DC7-9591-866B19C98FB8,9/21/2009,,Dallas,TX,United States,2009,NULL
2FB69903-5E51-4888-8F67-866D51AA0666,10/19/2009,,Redmond,WA,United States,2009,NULL
6ACAE028-986C-4E4C-8439-86DC0B2DEDEA,9/14/2009,Consultant,Paris,,France,2009,NULL
EB23419B-A2B6-462C-A357-86F07D7E69CC,10/19/2009,Consultant,Seattle,WA,United States,2009,DD268894-D29F-49E5-9D38-C92CB60F9EDA
B775D019-975C-4D10-8FCE-86FE880CF55A,6/30/2009,Architect,Vienna,,Austria,2009,F7330014-DDDF-48F6-AE40-FFE5960445C9
06B923F5-27CE-431B-B8C9-871338C36E43,6/30/2009,Architect,Charlotte,NC,United States,2009,NULL
9855D3BA-A506-4B32-9B41-87332AC063C0,9/10/2009,Architect,New York,NY,United States,2009,NULL
AFCCE610-47BE-41CC-961D-876CE71ABD76,9/25/2009,Database Administrator or Manager,Portland,OR,United States,2009,0F5A21BE-D6C8-464D-B514-F391E1B50547
8AA03269-71AA-4466-80EB-879968E240A3,7/27/2009,Database Administrator or Manager,Vancouver,BC,Canada,2009,E152F3B4-20D5-4B23-BAEF-9C6A62D12A82
565E8A8B-C994-465E-B888-87BD87D85B76,10/16/2009,Architect,Redmond,WA,United States,2009,B2D833C5-1B44-4263-800B-C954B35802C9
95A7494D-6571-407E-99D9-87BFA818A437,9/14/2009,Architect,Salt Lake City,UT,United States,2009,NULL
3D6CC77E-99B6-4209-808A-87DEF7AC08FC,9/15/2009,Technical Manager,Bellevue,WA,United States,2009,NULL
B7A60501-6D56-4F10-948C-87E469D9A07A,4/23/2009,Architect,Colorado Springs,CO,United States,2009,FC900C7C-0F2E-4863-B4CF-B28F37FF9CF1
D8581A02-DFD6-45B6-87A5-881F5EB64B4F,9/15/2009,Database Administrator or Manager,Columbus,OH,United States,2009,6F366B1E-5D12-46C4-A783-734546B6E0E3
FF51EA0F-6720-4BD3-A5C7-886C79A5B315,10/28/2009,,Houston,TX,United States,2009,NULL
2891AA03-DEEC-4177-8CD3-8873AB4E0E3D,9/15/2009,Developer,Bellevue,WA,United States,2009,NULL
26D6160B-DA4A-4429-B23A-888D04D9141C,9/14/2009,Database Administrator or Manager,Raleigh,NC,United States,2009,40885ECA-3E97-42FD-B009-306BCB4CC781
1E217893-0945-46E4-A730-88AC8C3A6E63,10/26/2009,Architect,Redmond,WA,United States,2009,8D3E64E3-A50A-4E2C-9C7A-9E773B7F80CC
82D1142D-9BDE-44EB-992A-88B0CDAAA444,8/20/2009,Consultant,Lancaster,NY,United States,2009,2728B269-4439-4021-A12C-E1A362485B72
70A9A1D7-1CFB-4703-991A-88DA7D1EF498,8/17/2009,Database Administrator or Manager,Mendota Heights,MN,United States,2009,NULL
DAFAD2C9-3170-4090-B60D-88F23374110C,10/6/2009,Consultant,Sandton,,South Africa,2009,CAED87CD-B0E6-47B8-8970-6114CE27F254
75771896-B1F6-4371-B118-8921401216D7,12/30/2008,,Sherman Oaks,CA,United States,2009,DEB22ACD-9DF2-44C3-8D2B-F8C45233ADFB
DDB26C26-AE0A-4529-AAD2-892D46B37848,9/15/2009,Analyst,Vancouver,WA,United States,2009,2B275704-12DD-4431-8B8C-0588C3B3F65D
7A326F72-195A-4FE5-B41E-89408F76135A,10/20/2009,Product or Program Project Manager,Redmond,WA,United States,2009,NULL
FD458771-D7DB-48EE-BF2C-8978D2B36499,10/9/2009,Database Administrator or Manager,Redmond,WA,United States,2009,NULL
92F9C240-8E20-4EBF-9559-897A9A9981B0,10/20/2009,Product or Program Project Manager,Redmond,WA,United States,2009,NULL
342CD52F-D0F1-4587-8762-89833065C838,8/31/2009,Engineer,Redmond,WA,United States,2009,242B8E9E-C3A8-4055-8728-E4CB6CE06350
DD249395-46BA-429E-B74D-898A28B09EA1,10/5/2009,Consultant,Leesburg,VA,United States,2009,C66F0CC1-8881-4EBD-94F9-748E6D764E66
6BD72797-BFBF-4D5D-8DA3-89B5209931D7,9/15/2009,Developer,Hellerup,,Denmark,2009,34B498E3-FB01-43C5-999C-F987B524C978
8775F184-5438-4F35-9E42-89B76A24678B,8/26/2009,Architect,Vancouver,BC,Canada,2009,DA98BE21-2059-4C87-9880-7902A94F185B
16A75286-4971-47D2-9A3C-89C5B325EEF8,9/21/2009,,Dallas,TX,United States,2009,NULL
5624E0F4-1E43-4C9D-8BF2-89E7E999DDF3,8/5/2009,Analyst,Bellevue,WA,United States,2009,D4359DA4-CA89-4356-9232-277C8E6A4F9F
E539F64E-0833-4212-A295-8A4A3EFA6E08,9/18/2009,Database Administrator or Manager,Fort Myers,FL,United States,2009,A36CB4B7-C4F1-4F10-BD32-9F7B720D072F
92A84B8A-35E2-4AAE-8403-8A5D3DB4EAC4,10/30/2009,Product or Program Project Manager,Redmond,WA,United States,2009,BDA5B7DF-14EC-4FF4-ADAB-13CCACF244A7
83D3CD82-0A31-42C0-8B5E-8AA477AE276D,10/26/2009,,Denver,CO,United States,2009,0C9AB772-C75B-4FD2-A4C9-5AAD48F7DD39
E2433EBA-C4D9-4517-AF83-8AC0711D1628,8/20/2009,Database Administrator or Manager,Oxford,MS,United States,2009,13AF2CD5-479D-4107-8AA2-2AFF76A34CD7
FCCAA570-3B3A-46B6-BE71-8AD2C2B71A29,9/1/2009,Technical Manager,Calabasas,CA,United States,2009,NULL
8BDF2B78-20AF-4E24-A482-8ADE0E99C25E,10/2/2009,,Huntersville,NC,United States,2009,8449E38F-CF77-42E7-A70D-0E04A17C3080
934D5287-6560-4BE3-9FC2-8AF0000ACF99,9/15/2009,Senior Management,San Ramon,CA,United States,2009,9B4820C6-A27B-4BBB-B81B-384B2FFEB5DD
A7BD5DFA-17DF-4451-B5C6-8B05ADC88839,9/14/2009,Developer,Houston,TX,United States,2009,NULL
CE4431F3-7205-4F66-8938-8B18DAA7581D,10/21/2009,,Bellevue,WA,United States,2009,NULL
02A36A45-278E-45B3-A12D-8B1CC8467832,9/15/2009,Architect,Fort Lauderdale,FL,United States,2009,NULL
46975767-916F-413D-A135-8B363A0A8005,7/22/2009,Database Administrator or Manager,Hillsboro,OR,United States,2009,5F291D02-0710-4332-8E91-B67CA3E7AAE9
1D4C61FF-499F-4A06-9EA2-8B4E948ECDF4,8/31/2009,Architect,Minneapolis,MN,United States,2009,ACCC1E64-A11D-40E5-B7EE-109FABD4ACD2
B9005382-BEDC-4D4E-8619-8B53323B90F8,10/7/2009,Analyst,St Louis,MO,United States,2009,0A68E30D-DE49-4E8D-B7FD-045D9504E535
AE4A3461-6967-48DA-98E2-8B6A5ED8FB46,9/15/2009,Developer,Beverly Hills,CA,United States,2009,NULL
